Datum von;Datum bis;Deutschland/Luxemburg [€/MWh] Originalauflösungen;∅ Anrainer DE/LU [€/MWh] Originalauflösungen;Belgien [€/MWh] Originalauflösungen;Dänemark 1 [€/MWh] Originalauflösungen;Dänemark 2 [€/MWh] Originalauflösungen;Frankreich [€/MWh] Originalauflösungen;Niederlande [€/MWh] Originalauflösungen;Norwegen 2 [€/MWh] Originalauflösungen;Österreich [€/MWh] Originalauflösungen;Polen [€/MWh] Originalauflösungen;Schweden 4 [€/MWh] Originalauflösungen;Schweiz [€/MWh] Originalauflösungen;Tschechien [€/MWh] Originalauflösungen;DE/AT/LU [€/MWh] Originalauflösungen;Italien (Nord) [€/MWh] Berechnete Auflösungen;Slowenien [€/MWh] Originalauflösungen;Ungarn [€/MWh] Originalauflösungen
05.11.2023 11:00;05.11.2023 12:00;48,46;38,78;25,66;48,46;48,46;12,97;43,45;49,91;43,73;56,78;27,36;22,32;47,46;-;12,97;40,13;47,41
05.11.2023 12:00;05.11.2023 13:00;44,28;38,12;24,57;44,28;44,28;13,69;39,88;45,96;40,18;71,31;29,06;22,62;43,44;-;13,69;36,98;43,51
05.11.2023 13:00;05.11.2023 14:00;29,70;34,21;13,78;45,23;45,23;4,90;26,39;46,58;26,45;90,41;28,98;19,60;28,80;-;4,90;24,62;27,94
05.11.2023 14:00;05.11.2023 15:00;38,15;35,23;16,06;38,15;38,15;3,80;33,37;47,51;33,90;83,99;31,96;23,92;36,75;-;3,80;32,21;35,05
05.11.2023 15:00;05.11.2023 16:00;57,18;47,57;29,96;57,18;57,18;14,62;51,29;56,23;51,94;82,12;33,91;33,28;55,55;-;30,00;49,86;53,35
05.11.2023 16:00;05.11.2023 17:00;63,09;57,68;44,67;63,09;63,09;33,00;63,09;63,09;63,57;84,07;42,13;47,87;66,77;-;112,35;64,87;70,52
05.11.2023 17:00;05.11.2023 18:00;74,95;66,68;53,94;74,95;74,95;39,68;74,91;69,21;73,25;87,56;48,55;59,63;76,81;-;112,18;73,44;78,31
05.11.2023 18:00;05.11.2023 19:00;72,67;70,92;72,68;72,67;72,67;72,77;72,71;67,94;75,02;83,94;46,75;67,88;75,14;-;104,35;76,31;78,02
05.11.2023 19:00;05.11.2023 20:00;59,17;60,76;59,16;59,17;59,17;59,26;59,21;60,73;61,82;71,95;57,75;58,17;61,96;-;120,41;63,28;65,21
05.11.2023 20:00;05.11.2023 21:00;46,48;49,06;47,71;50,10;50,10;47,02;50,10;53,26;46,77;65,21;36,75;45,97;46,68;-;117,15;46,86;46,77
05.11.2023 21:00;05.11.2023 22:00;20,85;37,54;29,89;51,55;51,55;27,30;51,55;53,09;21,52;44,98;30,19;27,69;23,61;-;117,15;27,30;27,30
05.11.2023 22:00;05.11.2023 23:00;15,84;31,74;25,08;50,10;26,85;22,86;50,10;51,60;15,84;42,48;26,85;18,63;18,78;-;117,15;22,86;22,86
05.11.2023 23:00;06.11.2023 00:00;5,71;24,31;21,14;45,89;21,63;16,42;45,89;47,26;5,71;30,95;21,63;0,93;10,01;-;111,55;16,42;16,42
06.11.2023 00:00;06.11.2023 01:00;2,76;22,40;19,32;47,24;19,00;14,10;47,24;48,65;3,60;12,54;19,00;11,10;4,59;-;81,74;6,35;5,59
06.11.2023 01:00;06.11.2023 02:00;0,11;17,14;13,87;31,89;16,98;9,43;31,89;43,42;0,42;16,64;16,98;5,50;1,57;-;45,00;3,00;2,39
06.11.2023 02:00;06.11.2023 03:00;0,03;12,68;5,70;16,91;16,91;4,30;16,75;43,21;0,07;12,81;16,91;5,20;0,67;-;30,00;1,28;1,01
06.11.2023 03:00;06.11.2023 04:00;0,14;11,10;2,53;16,68;16,68;1,77;6,78;43,53;0,39;11,33;16,68;5,16;0,55;-;31,00;0,89;0,88
06.11.2023 04:00;06.11.2023 05:00;4,30;12,27;4,30;16,94;16,94;4,30;4,30;44,18;4,30;11,24;16,94;7,22;4,30;-;45,00;4,30;4,30
06.11.2023 05:00;06.11.2023 06:00;16,93;22,52;16,93;16,99;25,36;16,93;16,93;52,96;16,93;16,93;25,36;25,50;16,93;-;70,10;16,93;16,93
06.11.2023 06:00;06.11.2023 07:00;72,57;70,13;73,05;72,57;60,17;73,57;72,75;60,17;76,93;77,35;60,17;70,09;74,61;-;122,55;82,67;80,00
06.11.2023 07:00;06.11.2023 08:00;95,56;87,75;96,21;95,56;69,50;96,64;96,21;69,50;99,06;89,94;69,50;86,37;96,75;-;130,00;110,50;102,49
06.11.2023 08:00;06.11.2023 09:00;95,93;93,64;99,59;95,93;83,10;98,58;104,47;83,10;97,90;90,42;83,10;95,68;98,16;-;139,75;99,29;99,20
06.11.2023 09:00;06.11.2023 10:00;74,93;77,24;79,85;74,93;72,84;78,29;86,00;72,84;74,93;72,84;72,84;89,34;74,93;-;119,52;75,56;75,05
06.11.2023 10:00;06.11.2023 11:00;60,14;64,49;61,85;60,14;61,92;61,30;63,99;61,94;60,37;59,63;61,92;96,14;60,24;-;90,05;60,37;60,37
06.11.2023 11:00;06.11.2023 12:00;56,29;60,41;58,04;56,48;56,48;57,46;60,15;58,22;56,72;56,48;56,48;91,39;56,58;-;70,10;56,42;57,02
06.11.2023 12:00;06.11.2023 13:00;58,05;60,46;58,05;58,05;58,05;58,05;58,05;59,91;58,05;58,05;58,05;82,72;58,05;-;58,05;58,05;58,05
06.11.2023 13:00;06.11.2023 14:00;66,98;68,60;66,98;66,98;66,98;66,98;66,98;66,98;66,98;66,98;66,98;84,75;66,98;-;66,98;66,98;66,98
06.11.2023 14:00;06.11.2023 15:00;80,29;82,93;80,29;80,29;77,80;80,53;80,34;77,80;97,91;78,79;77,80;92,24;88,42;-;111,86;97,91;97,91
06.11.2023 15:00;06.11.2023 16:00;100,08;97,86;99,67;95,21;90,49;100,08;100,00;90,49;114,81;90,49;90,49;101,75;102,98;-;125,72;125,72;123,59
06.11.2023 16:00;06.11.2023 17:00;112,17;112,40;112,44;112,17;108,92;113,29;112,46;108,92;142,40;90,43;108,92;108,54;117,88;-;147,13;147,13;160,57
06.11.2023 17:00;06.11.2023 18:00;137,67;130,69;138,14;137,67;133,68;138,80;138,00;133,68;142,34;90,71;133,68;119,41;131,52;-;157,22;157,22;199,48
06.11.2023 18:00;06.11.2023 19:00;150,94;141,34;151,35;150,94;146,26;151,74;151,19;146,26;152,08;90,49;146,26;122,23;145,95;-;161,22;161,22;181,15
06.11.2023 19:00;06.11.2023 20:00;139,52;120,77;139,93;139,52;95,48;140,31;139,77;95,48;140,62;90,64;95,48;116,89;134,35;-;155,85;149,92;170,49
06.11.2023 20:00;06.11.2023 21:00;111,12;99,90;111,81;111,12;78,47;112,48;111,49;78,47;114,96;90,45;78,47;105,60;105,61;-;130,00;127,42;167,93
06.11.2023 21:00;06.11.2023 22:00;105,67;94,10;106,29;105,67;68,12;106,99;105,92;74,94;110,97;90,52;68,12;92,86;104,70;-;126,14;119,88;145,98
06.11.2023 22:00;06.11.2023 23:00;99,08;85,03;99,56;99,08;44,96;100,11;99,27;74,45;103,33;85,95;44,96;85,01;98,67;-;124,50;110,03;128,06
06.11.2023 23:00;07.11.2023 00:00;87,74;76,43;89,86;87,74;35,09;89,36;92,00;72,84;89,46;83,98;35,09;77,41;87,87;-;117,01;91,30;95,94
07.11.2023 00:00;07.11.2023 01:00;78,90;74,08;83,68;78,90;40,31;82,19;92,07;76,61;81,10;74,96;40,31;85,03;79,77;-;111,80;81,88;83,32
07.11.2023 01:00;07.11.2023 02:00;76,30;68,98;76,45;76,30;37,59;76,63;76,38;73,93;78,36;68,57;37,59;78,04;78,97;-;89,56;78,80;79,49
07.11.2023 02:00;07.11.2023 03:00;70,80;64,63;70,96;70,80;34,67;70,96;71,18;68,90;71,31;68,97;34,67;77,05;71,44;-;80,10;71,42;71,57
07.11.2023 03:00;07.11.2023 04:00;68,01;62,78;68,01;68,01;35,58;68,01;68,01;66,35;68,01;68,01;35,58;77,04;68,01;-;80,10;68,01;68,01
07.11.2023 04:00;07.11.2023 05:00;70,25;64,64;70,25;70,25;40,06;70,25;70,25;69,07;70,25;70,25;40,06;70,05;70,25;-;80,10;70,25;70,25
07.11.2023 05:00;07.11.2023 06:00;83,35;76,73;83,56;83,35;49,92;83,80;83,41;79,77;84,90;79,42;49,92;83,07;82,88;-;101,20;88,15;83,26
07.11.2023 06:00;07.11.2023 07:00;101,28;99,42;102,10;101,28;85,64;103,33;101,49;85,64;117,35;95,10;85,64;109,28;106,81;-;125,11;125,11;115,84
07.11.2023 07:00;07.11.2023 08:00;132,89;129,00;132,97;132,52;128,68;133,05;132,93;128,68;132,89;112,01;128,68;123,68;132,88;-;135,10;135,10;133,60
07.11.2023 08:00;07.11.2023 09:00;136,05;133,14;136,40;136,05;131,57;136,57;136,45;131,57;134,76;124,95;131,57;127,09;137,54;-;144,17;144,17;138,71
07.11.2023 09:00;07.11.2023 10:00;114,93;114,62;120,48;111,97;109,27;119,05;127,00;109,27;114,93;109,27;109,27;112,77;117,51;-;135,00;129,46;119,75
07.11.2023 10:00;07.11.2023 11:00;99,45;98,51;99,52;99,24;96,36;99,55;99,55;96,36;99,87;97,42;96,36;99,24;100,11;-;129,78;100,01;100,10
07.11.2023 11:00;07.11.2023 12:00;89,03;88,93;89,03;88,76;86,18;89,03;89,03;86,18;89,03;89,03;86,18;96,75;89,03;-;122,88;89,03;89,03
07.11.2023 12:00;07.11.2023 13:00;86,21;86,16;86,21;86,04;83,54;86,21;86,21;83,54;86,21;86,21;83,54;93,84;86,21;-;114,41;86,21;86,21
07.11.2023 13:00;07.11.2023 14:00;88,79;88,97;88,79;88,27;85,91;88,79;88,79;85,91;88,79;88,79;85,91;99,91;88,79;-;117,83;88,79;88,79
07.11.2023 14:00;07.11.2023 15:00;97,49;98,23;97,92;97,49;94,47;98,38;97,90;94,47;100,00;100,50;94,47;104,91;100,00;-;128,39;128,39;109,58
07.11.2023 15:00;07.11.2023 16:00;108,07;106,94;108,42;101,97;99,01;108,91;108,40;99,01;115,97;115,37;99,01;107,66;112,57;-;135,00;135,00;126,92
07.11.2023 16:00;07.11.2023 17:00;112,90;116,97;113,69;112,89;109,62;115,20;113,24;109,62;138,89;126,73;109,62;122,81;114,38;-;150,35;150,35;173,57
07.11.2023 17:00;07.11.2023 18:00;136,84;138,01;137,61;136,84;136,84;138,88;137,18;132,87;153,71;128,88;132,87;142,42;140,02;-;163,20;163,20;180,31
07.11.2023 18:00;07.11.2023 19:00;149,38;147,39;149,94;149,07;144,74;150,59;149,70;144,74;158,77;124,98;144,74;154,31;149,66;-;165,81;165,81;171,02
07.11.2023 19:00;07.11.2023 20:00;132,42;120,21;133,13;101,16;98,22;133,89;132,80;98,22;135,97;124,87;98,22;139,16;126,62;-;149,68;149,68;194,14
07.11.2023 20:00;07.11.2023 21:00;104,72;100,91;105,32;87,33;84,79;105,84;105,10;84,79;111,90;111,47;84,79;119,07;109,61;-;130,00;130,00;120,99
07.11.2023 21:00;07.11.2023 22:00;92,98;89,99;92,98;83,28;80,86;92,98;92,98;80,86;92,98;92,32;80,86;106,82;92,98;-;125,00;92,98;92,98
07.11.2023 22:00;07.11.2023 23:00;88,69;85,10;94,04;80,44;62,20;92,39;99,59;78,11;88,69;89,01;62,20;100,70;88,78;-;120,72;95,14;94,13
07.11.2023 23:00;08.11.2023 00:00;74,17;76,19;93,40;74,17;47,40;86,51;98,46;72,02;76,98;75,20;47,40;90,68;75,92;-;118,79;80,13;76,98
08.11.2023 00:00;08.11.2023 01:00;70,60;75,30;97,17;70,60;39,91;93,35;94,00;70,60;77,53;77,61;39,91;90,12;77,53;-;122,34;80,94;78,72
08.11.2023 01:00;08.11.2023 02:00;74,22;71,04;79,90;74,22;37,38;79,39;86,56;72,07;75,70;75,60;37,38;89,00;74,24;-;116,17;75,70;74,84
08.11.2023 02:00;08.11.2023 03:00;66,73;66,11;75,03;66,73;35,96;77,99;70,95;67,26;77,57;75,21;35,96;85,46;59,14;-;110,10;78,01;72,13
08.11.2023 03:00;08.11.2023 04:00;61,98;63,04;70,66;61,98;35,28;76,30;64,47;63,83;66,03;75,21;35,28;84,64;59,78;-;110,10;65,98;62,53
08.11.2023 04:00;08.11.2023 05:00;66,76;63,73;66,76;66,76;37,04;66,76;66,76;65,30;66,76;78,25;37,04;82,85;66,76;-;110,10;66,76;66,76
08.11.2023 05:00;08.11.2023 06:00;75,01;71,13;75,01;74,22;45,53;75,01;75,01;72,07;75,01;79,70;45,53;90,33;75,01;-;115,71;75,01;75,01
08.11.2023 06:00;08.11.2023 07:00;84,50;83,70;84,74;77,39;75,15;84,98;84,61;75,15;86,74;93,17;75,15;97,52;86,09;-;126,17;88,87;90,14
08.11.2023 07:00;08.11.2023 08:00;107,62;101,04;107,77;88,49;85,93;107,92;107,68;85,93;108,70;109,46;85,93;115,93;107,71;-;148,95;110,72;111,57
08.11.2023 08:00;08.11.2023 09:00;111,47;109,01;111,47;104,91;101,87;111,47;111,47;101,87;111,47;111,47;101,87;119,72;111,47;-;160,00;111,47;111,47
08.11.2023 09:00;08.11.2023 10:00;93,57;94,30;93,80;93,44;90,73;93,92;93,73;90,73;93,87;95,45;90,73;106,97;93,98;-;159,66;95,30;94,93
08.11.2023 10:00;08.11.2023 11:00;84,76;85,35;85,10;84,76;82,73;85,24;85,10;82,73;84,76;84,95;82,73;96,01;84,76;-;135,30;86,66;85,34
08.11.2023 11:00;08.11.2023 12:00;78,85;81,02;78,85;78,85;78,85;78,85;78,85;78,85;78,85;88,65;78,85;92,95;78,85;-;127,48;78,85;78,85
08.11.2023 12:00;08.11.2023 13:00;75,71;79,65;76,05;75,71;75,71;76,20;76,00;75,71;75,71;89,73;75,71;103,83;75,75;-;109,62;78,39;76,35
08.11.2023 13:00;08.11.2023 14:00;76,08;79,67;76,28;76,08;76,08;76,50;76,28;76,08;78,40;81,92;76,08;105,24;77,42;-;116,87;82,78;80,18
08.11.2023 14:00;08.11.2023 15:00;83,15;86,26;83,41;82,98;80,57;83,78;83,23;80,57;87,39;96,20;80,57;104,36;85,81;-;128,00;92,23;91,48
08.11.2023 15:00;08.11.2023 16:00;105,42;95,81;103,28;80,48;80,48;102,18;104,70;80,48;105,27;104,47;80,48;106,92;105,17;-;133,70;105,96;105,13
08.11.2023 16:00;08.11.2023 17:00;116,81;101,55;103,31;85,24;82,77;96,44;113,54;82,77;117,90;123,97;82,77;112,54;115,78;-;144,01;124,45;133,99
08.11.2023 17:00;08.11.2023 18:00;119,04;108,41;119,31;87,52;87,52;119,72;119,14;84,99;125,10;117,88;84,99;124,18;122,17;-;153,97;129,26;140,07
08.11.2023 18:00;08.11.2023 19:00;127,09;109,13;127,26;79,24;79,24;127,43;127,14;78,51;128,30;119,19;78,51;129,12;126,48;-;142,79;130,86;139,94
08.11.2023 19:00;08.11.2023 20:00;120,95;103,55;121,12;72,63;72,63;121,31;121,00;72,63;122,69;118,01;72,63;122,49;121,96;-;135,00;124,44;128,89
08.11.2023 20:00;08.11.2023 21:00;109,51;93,88;112,81;67,26;59,25;115,17;109,90;67,98;113,50;108,38;59,25;108,37;110,79;-;128,31;116,41;122,86
08.11.2023 21:00;08.11.2023 22:00;92,85;82,63;99,05;63,96;51,07;99,00;107,00;63,96;95,47;92,50;51,07;93,16;92,70;-;127,06;95,27;95,55
08.11.2023 22:00;08.11.2023 23:00;82,99;75,57;92,33;55,72;39,90;92,30;104,00;62,75;86,80;83,07;39,90;91,89;82,65;-;121,69;86,43;86,80
08.11.2023 23:00;09.11.2023 00:00;67,70;68,77;82,58;61,44;30,68;80,68;101,65;63,27;73,08;75,53;30,68;89,15;67,70;-;120,40;73,08;73,21
09.11.2023 00:00;09.11.2023 01:00;71,93;68,04;79,05;64,48;33,27;76,80;89,20;64,48;74,39;70,37;33,27;91,20;71,93;-;126,03;74,46;74,39
09.11.2023 01:00;09.11.2023 02:00;68,33;68,12;82,51;66,21;29,42;77,79;99,03;66,21;68,39;70,37;29,42;91,67;68,33;-;120,35;69,72;68,39
09.11.2023 02:00;09.11.2023 03:00;70,04;67,21;78,78;67,87;27,23;75,89;93,01;67,87;70,04;69,79;27,23;91,59;70,04;-;120,34;70,78;70,04
09.11.2023 03:00;09.11.2023 04:00;72,80;68,31;79,34;72,56;25,58;77,16;90,00;70,78;73,56;72,68;25,58;91,42;72,80;-;120,16;73,82;73,31
09.11.2023 04:00;09.11.2023 05:00;74,44;69,67;80,80;74,44;25,61;78,67;91,19;73,76;75,67;74,64;25,61;91,00;75,02;-;120,33;75,74;75,27
09.11.2023 05:00;09.11.2023 06:00;83,63;74,32;85,47;83,63;26,64;84,63;88,30;79,40;83,97;83,66;26,64;91,57;83,63;-;122,16;83,98;83,98
09.11.2023 06:00;09.11.2023 07:00;109,61;91,32;109,61;109,61;31,60;109,61;109,61;83,92;109,61;91,74;31,60;108,00;109,61;-;132,50;109,61;109,61
09.11.2023 07:00;09.11.2023 08:00;120,06;100,71;120,06;120,06;36,20;120,06;120,06;90,38;120,06;105,88;36,20;118,81;120,06;-;153,16;120,06;120,06
09.11.2023 08:00;09.11.2023 09:00;121,22;108,45;128,92;121,22;36,90;126,35;139,97;117,47;122,64;115,43;36,90;125,05;122,05;-;163,10;122,85;122,32
09.11.2023 09:00;09.11.2023 10:00;109,69;100,13;116,62;109,69;38,24;114,25;130,00;106,29;111,12;109,65;38,24;117,30;110,00;-;155,53;110,45;110,22
09.11.2023 10:00;09.11.2023 11:00;100,08;89,86;100,08;100,08;38,23;100,08;100,08;96,88;100,08;100,08;38,23;114,60;100,08;-;130,00;100,08;100,08
09.11.2023 11:00;09.11.2023 12:00;95,00;86,71;95,00;95,00;40,97;95,00;95,00;91,87;95,00;95,00;40,97;115,02;95,00;-;128,16;95,00;95,00
09.11.2023 12:00;09.11.2023 13:00;90,16;83,61;90,16;90,16;41,83;90,16;90,16;87,55;90,16;90,16;41,83;117,37;90,16;-;121,75;90,16;90,16
09.11.2023 13:00;09.11.2023 14:00;92,32;86,22;92,32;92,32;47,16;92,32;92,32;89,46;92,32;92,32;47,16;118,36;92,32;-;123,53;92,32;92,32
09.11.2023 14:00;09.11.2023 15:00;100,61;92,83;100,61;100,61;50,92;100,61;100,61;97,39;100,61;100,61;50,92;117,58;100,61;-;130,14;100,61;100,61
09.11.2023 15:00;09.11.2023 16:00;116,61;102,35;115,36;116,61;52,29;114,74;116,18;89,83;116,39;116,54;52,29;119,09;116,53;-;134,01;116,30;116,44
09.11.2023 16:00;09.11.2023 17:00;127,01;113,89;106,95;127,01;127,01;97,75;120,25;92,01;126,47;117,65;92,01;123,81;121,87;-;148,72;138,86;152,92
09.11.2023 17:00;09.11.2023 18:00;131,80;122,69;132,01;131,80;131,80;132,31;131,88;94,40;133,90;106,02;94,40;130,14;130,97;-;155,65;139,31;131,04
09.11.2023 18:00;09.11.2023 19:00;128,58;120,45;128,66;128,58;128,58;128,74;128,60;93,42;129,07;104,90;93,42;132,58;128,40;-;163,69;130,29;128,48
09.11.2023 19:00;09.11.2023 20:00;112,12;104,03;112,17;99,65;84,79;112,22;112,14;84,79;112,41;105,85;84,79;123,46;112,02;-;160,00;113,13;112,06
09.11.2023 20:00;09.11.2023 21:00;96,01;86,99;105,39;83,26;38,93;103,63;100,00;80,84;99,15;96,01;38,93;113,50;97,24;-;140,00;100,01;97,96
09.11.2023 21:00;09.11.2023 22:00;82,78;78,57;94,70;79,89;37,13;92,50;88,00;77,57;85,54;83,71;37,13;104,19;83,87;-;130,89;86,19;87,29
09.11.2023 22:00;09.11.2023 23:00;84,04;75,34;84,04;78,86;33,18;84,04;84,04;76,58;84,04;84,04;33,18;102,74;84,04;-;127,39;84,04;84,04
09.11.2023 23:00;10.11.2023 00:00;74,36;67,55;74,36;74,36;28,46;74,36;74,36;72,21;74,36;74,36;28,46;93,35;74,36;-;116,40;74,36;74,36
10.11.2023 00:00;10.11.2023 01:00;64,10;63,48;64,19;64,08;56,97;64,32;64,08;66,20;65,62;58,56;27,78;100,65;65,81;-;117,30;65,85;66,33
10.11.2023 01:00;10.11.2023 02:00;59,73;59,39;59,73;59,73;51,93;59,73;59,73;61,64;59,75;59,68;25,02;96,65;59,75;-;108,41;59,75;59,75
10.11.2023 02:00;10.11.2023 03:00;53,74;54,56;53,74;53,74;49,92;53,74;53,74;55,46;53,74;53,74;23,71;94,92;53,74;-;102,37;53,74;53,74
10.11.2023 03:00;10.11.2023 04:00;48,36;48,44;48,36;48,36;28,50;48,36;48,36;50,01;48,36;48,36;22,76;93,01;48,36;-;90,67;48,36;48,36
10.11.2023 04:00;10.11.2023 05:00;50,00;49,61;50,00;50,00;22,48;50,00;50,00;57,55;50,00;50,00;22,48;93,19;50,00;-;90,67;50,00;50,00
10.11.2023 05:00;10.11.2023 06:00;66,78;61,48;67,26;66,78;24,97;67,76;66,98;66,04;70,19;58,57;24,97;97,07;65,72;-;97,05;77,23;66,18
10.11.2023 06:00;10.11.2023 07:00;84,18;76,88;84,53;76,60;30,00;85,22;84,25;73,55;99,36;88,55;30,00;102,76;90,84;-;129,10;97,40;95,14
10.11.2023 07:00;10.11.2023 08:00;106,66;94,50;106,77;83,75;62,75;106,90;106,73;78,92;110,73;93,13;62,75;119,17;107,86;-;148,94;110,49;109,38
10.11.2023 08:00;10.11.2023 09:00;113,00;102,72;113,00;84,07;81,64;113,00;113,00;81,64;113,00;113,00;81,64;122,91;113,00;-;165,95;113,00;113,00
10.11.2023 09:00;10.11.2023 10:00;108,48;100,28;112,18;82,56;80,17;111,05;116,37;80,17;110,26;104,99;80,17;115,18;110,00;-;150,84;110,63;110,90
10.11.2023 10:00;10.11.2023 11:00;97,51;93,91;100,65;81,43;79,06;99,38;105,80;79,06;98,93;94,59;79,06;116,36;98,69;-;129,71;99,27;99,27
10.11.2023 11:00;10.11.2023 12:00;89,92;90,80;92,96;80,36;78,02;92,21;98,00;78,02;98,94;91,64;78,02;116,96;93,72;-;122,00;98,94;98,94
10.11.2023 12:00;10.11.2023 13:00;84,82;87,45;86,76;77,17;70,00;85,36;91,80;77,17;103,45;97,49;70,00;109,87;92,90;-;113,51;101,25;101,53
10.11.2023 13:00;10.11.2023 14:00;86,98;89,14;94,44;78,08;52,09;90,15;100,00;78,08;111,81;114,93;52,09;109,87;99,00;-;115,03;109,16;112,44
10.11.2023 14:00;10.11.2023 15:00;95,95;91,36;96,30;82,96;45,00;95,95;96,24;82,96;117,44;128,38;45,00;108,01;106,68;-;124,81;116,04;121,97
10.11.2023 15:00;10.11.2023 16:00;111,98;106,19;108,56;97,75;88,01;106,95;110,67;88,01;122,53;122,84;88,01;118,20;116,57;-;129,10;119,96;121,77
10.11.2023 16:00;10.11.2023 17:00;125,00;112,84;115,00;121,07;121,07;109,99;121,07;87,88;132,62;128,35;47,33;129,05;127,80;-;140,40;129,23;130,64
10.11.2023 17:00;10.11.2023 18:00;136,10;127,15;132,86;135,15;135,15;129,22;135,15;87,88;135,09;126,68;109,92;135,89;135,68;-;153,05;134,77;135,29
10.11.2023 18:00;10.11.2023 19:00;135,10;120,69;135,10;135,10;135,10;135,10;135,10;88,38;135,10;123,87;33,51;136,13;135,10;-;160,69;135,10;135,10
10.11.2023 19:00;10.11.2023 20:00;123,58;111,92;123,58;123,58;123,58;123,58;123,58;87,24;123,58;123,58;27,88;127,40;123,58;-;159,68;123,58;123,58
10.11.2023 20:00;10.11.2023 21:00;112,93;100,82;112,93;112,93;90,33;112,93;112,93;85,12;112,93;112,93;24,81;118,25;112,93;-;140,00;112,93;112,93
10.11.2023 21:00;10.11.2023 22:00;105,10;94,58;105,10;105,10;90,33;105,10;105,10;83,97;105,10;105,10;22,72;107,62;105,10;-;127,01;105,10;105,10
10.11.2023 22:00;10.11.2023 23:00;103,97;93,73;103,97;103,97;90,31;103,97;103,97;83,84;103,97;103,97;22,02;107,06;103,97;-;110,00;103,97;103,97
10.11.2023 23:00;11.11.2023 00:00;93,20;85,73;93,20;93,20;90,31;93,20;93,20;82,73;93,20;93,20;19,46;98,15;93,20;-;96,40;93,20;93,20
11.11.2023 00:00;11.11.2023 01:00;87,30;81,28;87,30;87,30;87,30;87,30;87,30;82,16;87,30;87,30;20,19;93,34;87,30;-;118,08;87,30;87,30
11.11.2023 01:00;11.11.2023 02:00;85,89;79,86;85,89;85,89;85,89;85,89;85,89;80,70;85,89;85,89;20,27;90,34;85,89;-;117,13;85,89;85,89
11.11.2023 02:00;11.11.2023 03:00;85,88;79,67;85,88;85,88;85,88;85,88;85,88;80,35;85,88;85,88;20,01;88,98;85,88;-;117,13;85,88;85,88
11.11.2023 03:00;11.11.2023 04:00;83,21;77,60;83,21;83,21;83,21;83,21;83,21;80,22;83,21;83,21;19,75;88,00;83,21;-;117,13;83,21;83,21
11.11.2023 04:00;11.11.2023 05:00;82,71;77,13;82,71;82,71;82,71;82,71;82,71;79,98;82,71;82,71;20,20;86,53;82,71;-;117,13;82,71;82,71
11.11.2023 05:00;11.11.2023 06:00;85,44;79,57;85,44;85,44;85,44;85,44;85,44;81,93;85,44;85,44;20,43;89,35;85,44;-;117,13;85,44;85,44
11.11.2023 06:00;11.11.2023 07:00;86,30;80,88;86,30;86,30;86,30;86,30;86,30;83,54;86,30;86,30;21,00;94,77;86,30;-;117,16;86,30;86,30
11.11.2023 07:00;11.11.2023 08:00;88,00;82,47;88,00;88,00;88,00;88,00;88,00;84,67;88,00;88,00;22,46;96,05;88,00;-;118,12;88,00;88,00
11.11.2023 08:00;11.11.2023 09:00;92,00;86,70;92,00;92,00;92,00;92,00;92,00;89,06;92,00;92,00;25,43;103,16;92,00;-;121,33;92,00;92,00
11.11.2023 09:00;11.11.2023 10:00;94,89;88,94;94,89;94,89;94,89;94,89;94,89;91,86;94,89;94,89;28,43;98,90;94,89;-;117,70;94,89;94,89
11.11.2023 10:00;11.11.2023 11:00;91,28;85,49;91,28;91,28;91,28;91,28;91,28;88,45;91,28;91,28;28,35;93,35;91,28;-;117,49;91,28;91,28
11.11.2023 11:00;11.11.2023 12:00;90,22;84,60;90,22;90,22;90,22;90,22;90,22;87,42;90,22;90,22;28,96;92,46;90,22;-;113,80;90,22;90,22
11.11.2023 12:00;11.11.2023 13:00;87,94;82,55;87,94;87,94;87,94;87,94;87,94;85,22;87,94;87,94;29,01;90,35;87,94;-;110,39;87,94;87,94
11.11.2023 13:00;11.11.2023 14:00;87,80;82,53;87,80;87,80;87,80;87,80;87,80;85,08;87,80;87,80;29,93;90,38;87,80;-;110,03;87,80;87,80
11.11.2023 14:00;11.11.2023 15:00;91,50;85,74;91,50;91,50;91,50;91,50;91,50;88,67;91,50;91,50;28,94;93,54;91,50;-;114,14;91,50;91,50
11.11.2023 15:00;11.11.2023 16:00;102,87;95,55;102,87;102,87;102,87;102,87;102,87;99,48;102,87;102,87;28,59;100,06;102,87;-;116,54;102,87;102,87
11.11.2023 16:00;11.11.2023 17:00;115,72;114,84;115,75;115,72;115,72;115,78;115,74;112,03;115,89;115,27;112,95;112,78;115,66;-;120,00;116,31;115,69
11.11.2023 17:00;11.11.2023 18:00;127,98;126,91;127,98;127,98;127,98;127,98;127,98;123,88;127,98;126,53;124,91;124,79;127,98;-;127,98;127,98;127,98
11.11.2023 18:00;11.11.2023 19:00;135,76;133,82;135,76;135,76;135,76;135,76;135,76;131,41;135,76;124,70;132,50;133,08;135,76;-;135,76;135,76;135,76
11.11.2023 19:00;11.11.2023 20:00;124,47;121,63;124,47;124,47;124,47;124,47;124,47;95,15;124,47;124,47;121,48;125,50;124,47;-;142,73;124,47;124,47
11.11.2023 20:00;11.11.2023 21:00;113,51;106,08;113,51;113,51;113,51;113,51;113,51;93,60;113,51;113,51;49,99;115,23;113,51;-;120,00;113,51;113,51
