Datum von;Datum bis;Deutschland/Luxemburg [€/MWh] Originalauflösungen;∅ Anrainer DE/LU [€/MWh] Originalauflösungen;Belgien [€/MWh] Originalauflösungen;Dänemark 1 [€/MWh] Originalauflösungen;Dänemark 2 [€/MWh] Originalauflösungen;Frankreich [€/MWh] Originalauflösungen;Niederlande [€/MWh] Originalauflösungen;Norwegen 2 [€/MWh] Originalauflösungen;Österreich [€/MWh] Originalauflösungen;Polen [€/MWh] Originalauflösungen;Schweden 4 [€/MWh] Originalauflösungen;Schweiz [€/MWh] Originalauflösungen;Tschechien [€/MWh] Originalauflösungen;DE/AT/LU [€/MWh] Originalauflösungen;Italien (Nord) [€/MWh] Berechnete Auflösungen;Slowenien [€/MWh] Originalauflösungen;Ungarn [€/MWh] Originalauflösungen
15.06.2023 20:00;15.06.2023 21:00;179,28;164,63;160,19;179,28;179,28;147,99;175,76;108,10;176,26;179,22;179,22;146,07;179,51;-;147,99;157,06;179,48
15.06.2023 21:00;15.06.2023 22:00;172,54;157,63;153,81;172,54;172,54;142,10;169,42;107,44;167,09;172,31;172,54;132,69;171,49;-;142,10;163,43;173,02
15.06.2023 22:00;15.06.2023 23:00;149,96;143,41;148,02;149,96;149,96;146,80;149,63;105,01;149,06;150,76;149,96;128,01;150,34;-;129,99;146,65;153,37
15.06.2023 23:00;16.06.2023 00:00;125,02;122,72;124,98;125,02;125,02;124,93;125,00;105,04;124,88;125,31;125,02;119,53;125,19;-;119,00;124,15;126,17
16.06.2023 00:00;16.06.2023 01:00;126,16;124,51;126,16;126,16;126,16;126,16;126,16;109,92;126,16;126,16;126,16;124,28;126,16;-;126,16;126,16;126,16
16.06.2023 01:00;16.06.2023 02:00;121,62;120,02;121,60;121,62;121,62;121,57;121,61;109,35;121,54;121,78;121,62;116,18;121,72;-;121,57;121,14;122,22
16.06.2023 02:00;16.06.2023 03:00;115,59;114,64;115,58;115,59;115,59;115,56;115,59;108,91;115,53;115,72;115,59;111,72;115,67;-;115,56;115,22;116,06
16.06.2023 03:00;16.06.2023 04:00;112,70;111,86;112,68;112,70;112,70;112,66;112,69;106,19;112,63;112,84;112,70;109,89;112,78;-;112,66;112,27;113,23
16.06.2023 04:00;16.06.2023 05:00;113,08;111,98;113,07;113,08;113,08;113,05;113,08;104,95;113,03;113,20;113,08;109,01;113,15;-;115,00;112,75;113,50
16.06.2023 05:00;16.06.2023 06:00;117,77;116,53;117,75;117,77;117,77;117,72;117,76;104,91;117,68;117,95;117,77;116,85;117,87;-;117,72;117,26;118,40
16.06.2023 06:00;16.06.2023 07:00;142,90;135,80;136,54;142,90;142,90;132,00;141,97;109,99;132,00;142,90;142,90;127,25;142,50;-;132,00;134,65;143,40
16.06.2023 07:00;16.06.2023 08:00;153,74;147,97;151,55;153,74;153,74;149,83;153,56;114,90;152,23;154,88;153,74;135,30;154,18;-;149,83;149,83;156,82
16.06.2023 08:00;16.06.2023 09:00;145,59;144,64;145,59;145,59;145,59;145,59;145,59;117,97;145,59;167,76;145,59;140,64;145,59;-;145,59;145,59;145,59
16.06.2023 09:00;16.06.2023 10:00;124,16;125,55;124,16;124,16;124,16;124,16;124,16;119,98;124,16;144,51;124,16;123,23;124,16;-;127,45;124,16;124,16
16.06.2023 10:00;16.06.2023 11:00;112,20;113,45;112,20;112,20;112,20;112,20;112,20;108,72;112,20;131,95;112,20;109,70;112,20;-;120,00;112,20;112,20
16.06.2023 11:00;16.06.2023 12:00;108,99;109,52;108,99;108,99;108,99;108,99;108,99;105,61;108,99;122,15;108,99;105,01;108,99;-;120,51;108,99;108,99
16.06.2023 12:00;16.06.2023 13:00;107,35;107,70;107,35;107,35;107,35;107,35;107,35;104,03;107,35;120,77;107,35;101,11;107,35;-;107,35;107,35;107,35
16.06.2023 13:00;16.06.2023 14:00;101,40;104,04;110,20;101,40;101,40;106,76;95,31;98,46;104,94;125,28;101,40;97,29;102,04;-;106,76;103,26;102,37
16.06.2023 14:00;16.06.2023 15:00;99,31;102,10;105,84;99,31;99,31;103,31;94,79;96,43;101,92;127,43;99,31;95,77;99,69;-;103,31;100,75;99,98
16.06.2023 15:00;16.06.2023 16:00;101,65;104,96;101,65;101,65;101,65;101,65;101,65;98,70;101,65;144,71;101,65;97,97;101,65;-;101,65;101,65;101,65
16.06.2023 16:00;16.06.2023 17:00;108,47;110,74;108,47;108,47;108,47;108,46;108,46;104,90;108,44;144,21;108,47;101,26;108,49;-;112,16;108,38;108,61
16.06.2023 17:00;16.06.2023 18:00;115,04;117,30;115,02;115,04;115,04;114,99;115,04;108,98;114,86;151,20;115,04;109,88;115,19;-;114,99;114,38;116,03
16.06.2023 18:00;16.06.2023 19:00;135,35;134,35;135,35;135,35;135,35;135,35;135,35;107,29;135,35;157,39;135,35;130,36;135,35;-;135,35;135,35;135,35
16.06.2023 19:00;16.06.2023 20:00;161,19;155,55;161,15;161,19;161,19;161,10;161,17;106,86;161,19;164,85;161,19;149,16;161,98;-;161,10;159,89;164,58
16.06.2023 20:00;16.06.2023 21:00;175,10;166,98;175,09;175,10;175,10;175,07;175,10;106,95;175,04;175,23;175,10;153,84;175,18;-;175,07;174,76;175,56
16.06.2023 21:00;16.06.2023 22:00;170,39;162,14;167,05;170,39;170,39;165,52;170,39;107,87;169,92;170,58;170,39;151,06;170,00;-;165,52;165,52;172,38
16.06.2023 22:00;16.06.2023 23:00;152,04;148,03;151,95;152,04;152,04;151,85;152,00;106,32;151,72;164,55;152,04;141,36;152,47;-;151,72;149,97;154,66
16.06.2023 23:00;17.06.2023 00:00;138,69;134,28;138,56;138,69;138,69;138,18;138,71;106,07;129,03;145,53;135,83;132,77;134,99;-;138,18;131,71;133,84
17.06.2023 00:00;17.06.2023 01:00;130,81;127,44;130,81;130,81;130,81;130,81;130,81;108,04;130,81;130,81;130,81;116,56;130,81;-;130,81;130,81;130,81
17.06.2023 01:00;17.06.2023 02:00;122,80;120,80;122,80;122,80;122,80;122,80;122,80;103,19;122,80;132,60;122,80;110,59;122,80;-;122,80;122,80;122,80
17.06.2023 02:00;17.06.2023 03:00;120,01;118,22;119,99;120,01;120,01;119,97;120,00;99,56;119,95;134,24;120,01;106,63;120,07;-;119,97;119,67;120,34
17.06.2023 03:00;17.06.2023 04:00;116,45;114,72;116,42;116,45;116,45;116,39;116,44;96,72;116,39;129,02;116,45;104,65;116,52;-;116,39;116,09;116,80
17.06.2023 04:00;17.06.2023 05:00;111,07;110,60;111,06;111,07;111,07;111,06;111,07;95,80;111,05;127,20;111,07;105,03;111,08;-;111,06;110,98;111,16
17.06.2023 05:00;17.06.2023 06:00;110,00;110,13;110,00;110,00;110,00;110,00;110,00;96,04;110,01;129,62;109,95;105,81;110,01;-;110,00;110,00;110,09
17.06.2023 06:00;17.06.2023 07:00;110,31;109,20;110,28;110,31;110,31;110,25;110,30;95,51;110,18;116,79;110,31;106,48;110,45;-;110,25;109,62;111,00
17.06.2023 07:00;17.06.2023 08:00;108,05;109,61;108,03;108,05;108,05;108,01;108,04;101,07;107,97;130,72;108,05;109,59;108,14;-;108,01;107,62;108,52
17.06.2023 08:00;17.06.2023 09:00;101,00;104,59;101,00;101,00;101,00;101,00;101,00;97,21;101,00;138,05;101,00;107,23;101,00;-;101,00;101,00;101,00
17.06.2023 09:00;17.06.2023 10:00;95,60;99,29;95,60;95,60;95,60;95,60;95,60;93,30;95,60;138,25;95,60;95,79;95,60;-;95,60;95,60;95,60
17.06.2023 10:00;17.06.2023 11:00;85,00;88,01;85,00;85,00;85,00;85,00;85,00;87,58;85,00;120,97;85,00;79,58;85,00;-;85,00;85,00;85,00
17.06.2023 11:00;17.06.2023 12:00;69,99;74,28;69,99;69,99;69,99;69,99;69,99;72,31;69,99;116,64;69,99;68,26;69,99;-;75,37;69,99;69,99
17.06.2023 12:00;17.06.2023 13:00;59,36;64,34;59,36;59,36;59,36;59,36;59,36;61,32;59,36;116,32;59,36;55,20;59,36;-;75,00;59,36;59,36
17.06.2023 13:00;17.06.2023 14:00;48,40;54,93;48,40;48,40;48,40;48,40;48,40;50,00;48,40;116,06;48,40;51,01;48,40;-;62,20;48,40;48,40
17.06.2023 14:00;17.06.2023 15:00;39,38;47,65;39,38;39,38;40,34;39,38;39,38;40,68;39,38;116,01;40,34;50,46;39,38;-;53,48;39,38;39,38
17.06.2023 15:00;17.06.2023 16:00;56,08;62,78;56,08;56,08;55,11;56,08;56,08;67,30;56,08;116,67;55,11;59,88;56,08;-;62,40;56,08;56,08
17.06.2023 16:00;17.06.2023 17:00;85,00;88,02;85,00;85,00;85,00;85,00;85,00;86,95;85,00;124,83;85,00;76,49;85,00;-;85,00;85,00;85,00
17.06.2023 17:00;17.06.2023 18:00;101,52;103,62;101,52;101,52;101,52;101,52;101,52;97,21;101,52;134,63;101,52;95,77;101,52;-;101,52;101,52;101,52
17.06.2023 18:00;17.06.2023 19:00;115,31;116,16;115,31;115,31;115,31;115,31;115,31;104,18;115,31;140,32;115,31;110,75;115,31;-;115,31;115,31;115,31
17.06.2023 19:00;17.06.2023 20:00;137,79;136,54;137,79;137,79;137,79;137,79;137,79;116,95;137,79;154,11;137,79;128,52;137,79;-;137,79;137,79;137,79
17.06.2023 20:00;17.06.2023 21:00;146,97;144,26;146,97;146,97;146,97;146,97;146,97;116,94;146,97;156,93;146,97;137,28;146,97;-;146,97;146,97;146,97
17.06.2023 21:00;17.06.2023 22:00;155,00;148,10;148,58;155,00;155,00;144,77;154,20;116,92;153,53;154,75;154,75;137,05;154,59;-;144,77;153,13;154,06
17.06.2023 22:00;17.06.2023 23:00;146,37;141,16;143,60;146,37;146,37;142,00;146,07;114,26;145,79;146,27;146,27;129,59;146,20;-;142,00;145,58;145,98
17.06.2023 23:00;18.06.2023 00:00;136,65;133,05;136,65;136,65;136,65;136,65;136,65;114,17;136,65;136,65;136,65;119,54;136,65;-;136,65;136,65;136,65
18.06.2023 00:00;18.06.2023 01:00;128,60;125,55;127,51;128,60;128,60;126,78;128,48;113,50;128,10;129,05;125,51;116,14;128,81;-;126,78;126,78;129,98
18.06.2023 01:00;18.06.2023 02:00;118,39;115,55;112,63;118,39;118,39;108,87;117,85;114,72;116,78;118,58;115,55;111,10;118,23;-;115,37;115,37;118,73
18.06.2023 02:00;18.06.2023 03:00;111,01;109,17;106,31;111,01;111,01;103,19;110,44;107,57;109,66;111,23;108,35;111,15;110,92;-;109,66;108,36;111,46
18.06.2023 03:00;18.06.2023 04:00;108,86;107,77;103,05;108,86;108,86;100,00;108,86;105,49;107,30;122,85;106,25;105,19;108,72;-;107,30;105,83;109,36
18.06.2023 04:00;18.06.2023 05:00;104,00;103,47;98,81;104,00;104,00;96,01;104,00;100,78;102,99;120,09;101,51;102,36;103,62;-;106,56;103,09;103,19
18.06.2023 05:00;18.06.2023 06:00;102,59;100,86;92,26;102,59;102,59;86,81;102,59;99,41;99,80;118,50;100,12;102,41;102,36;-;106,56;97,09;103,59
18.06.2023 06:00;18.06.2023 07:00;98,03;99,05;95,64;98,03;98,03;94,75;98,34;95,00;97,69;117,66;95,68;100,92;97,81;-;99,71;97,99;97,65
18.06.2023 07:00;18.06.2023 08:00;92,06;94,21;92,06;92,06;92,06;92,06;92,06;89,21;92,06;115,79;89,85;97,03;92,06;-;105,46;92,06;92,06
18.06.2023 08:00;18.06.2023 09:00;85,00;87,61;85,00;85,00;85,00;85,00;85,00;82,37;85,00;110,93;85,00;90,38;85,00;-;99,31;85,00;85,00
18.06.2023 09:00;18.06.2023 10:00;78,13;80,86;78,18;78,13;78,13;78,17;78,17;80,56;76,62;110,94;76,47;76,92;77,21;-;98,95;78,17;76,87
18.06.2023 10:00;18.06.2023 11:00;63,36;66,67;63,43;63,36;63,36;63,53;63,36;65,46;64,02;100,46;61,82;61,36;63,22;-;94,05;65,50;62,97
18.06.2023 11:00;18.06.2023 12:00;53,65;56,71;53,74;53,65;53,65;53,88;53,65;55,36;54,56;95,25;52,36;44,20;53,46;-;94,05;56,60;53,09
18.06.2023 12:00;18.06.2023 13:00;45,79;49,95;45,87;45,79;45,79;46,00;45,80;47,26;46,59;100,46;45,79;34,48;45,63;-;80,57;48,37;45,30
18.06.2023 13:00;18.06.2023 14:00;29,38;35,32;29,46;29,38;29,38;29,52;29,38;30,32;29,38;100,64;30,10;21,98;28,98;-;50,00;30,91;28,57
18.06.2023 14:00;18.06.2023 15:00;24,99;31,38;25,04;25,00;25,00;25,10;25,00;25,79;24,99;102,70;25,79;16,08;24,66;-;55,00;26,25;24,22
18.06.2023 15:00;18.06.2023 16:00;48,98;54,09;49,06;48,98;48,98;49,14;49,00;50,62;48,98;109,62;48,98;43,16;48,46;-;49,14;50,94;47,78
18.06.2023 16:00;18.06.2023 17:00;75,00;78,64;75,00;75,00;75,00;75,00;75,00;77,48;75,00;115,94;71,48;75,94;74,18;-;75,00;78,37;73,24
18.06.2023 17:00;18.06.2023 18:00;93,63;97,46;93,69;93,63;93,63;93,78;93,63;95,69;94,24;129,81;92,18;98,33;93,50;-;95,60;95,60;93,30
18.06.2023 18:00;18.06.2023 19:00;107,23;111,68;107,23;107,23;107,23;107,23;107,23;104,09;107,23;154,25;107,23;112,26;107,23;-;112,99;107,23;107,23
18.06.2023 19:00;18.06.2023 20:00;131,10;130,88;123,24;131,10;131,10;118,25;129,90;120,40;129,13;157,33;130,74;137,90;130,56;-;138,00;128,60;129,82
18.06.2023 20:00;18.06.2023 21:00;140,25;138,30;131,18;140,25;140,25;125,47;138,71;124,08;137,97;158,98;139,86;144,95;139,63;-;145,10;137,34;138,80
18.06.2023 21:00;18.06.2023 22:00;137,47;136,71;135,35;137,47;137,47;134,02;137,11;123,59;136,94;143,61;137,37;143,54;137,32;-;146,00;136,79;137,12
18.06.2023 22:00;18.06.2023 23:00;137,47;136,02;137,27;137,47;137,47;137,06;137,38;121,58;136,79;138,83;137,47;136,60;138,26;-;140,00;133,27;141,83
18.06.2023 23:00;19.06.2023 00:00;117,62;117,61;117,58;117,62;117,62;117,53;117,60;113,97;117,48;117,88;117,62;121,05;117,77;-;123,00;116,78;118,48
19.06.2023 00:00;19.06.2023 01:00;100,02;100,91;99,85;100,02;100,02;99,68;99,95;97,12;99,32;109,40;100,02;103,92;100,76;-;116,81;96,31;103,99
19.06.2023 01:00;19.06.2023 02:00;93,72;96,11;93,57;93,72;93,72;93,41;93,66;91,00;93,07;116,88;93,72;100,05;94,41;-;113,56;90,28;97,42
19.06.2023 02:00;19.06.2023 03:00;88,63;91,67;88,49;88,57;88,57;88,34;88,57;85,88;88,02;116,88;88,57;97,23;89,28;-;111,52;85,37;92,12
19.06.2023 03:00;19.06.2023 04:00;89,72;94,71;89,58;89,66;89,66;89,42;89,66;86,65;89,09;141,50;89,66;96,56;90,38;-;107,43;86,40;93,27
19.06.2023 04:00;19.06.2023 05:00;94,25;96,88;92,14;93,80;93,80;90,69;93,80;88,71;93,00;134,90;93,80;96,30;94,77;-;107,58;90,10;97,63
19.06.2023 05:00;19.06.2023 06:00;95,95;100,28;95,79;95,87;95,87;95,61;95,87;87,75;95,25;148,48;95,87;100,08;96,66;-;108,07;92,33;99,78
19.06.2023 06:00;19.06.2023 07:00;117,97;118,86;113,10;117,97;117,97;109,78;117,01;94,20;115,32;167,29;117,97;118,22;118,59;-;115,00;111,50;122,41
19.06.2023 07:00;19.06.2023 08:00;134,13;133,51;132,43;134,13;134,13;130,15;133,85;104,94;131,41;167,30;134,13;130,56;135,58;-;137,32;126,29;142,12
19.06.2023 08:00;19.06.2023 09:00;132,63;134,79;132,49;132,63;132,63;132,23;132,58;120,89;131,80;166,70;132,63;134,42;133,67;-;143,00;128,40;138,10
19.06.2023 09:00;19.06.2023 10:00;115,65;117,80;115,53;115,65;115,65;115,33;115,62;112,06;114,95;141,92;115,65;116,93;116,53;-;140,00;112,14;120,48
19.06.2023 10:00;19.06.2023 11:00;104,12;105,38;104,00;104,09;104,12;103,78;104,09;101,07;103,32;115,79;104,12;109,77;105,01;-;117,55;100,59;109,18
19.06.2023 11:00;19.06.2023 12:00;97,27;99,34;97,18;97,24;97,27;97,02;97,24;94,25;96,68;115,79;97,27;104,84;97,93;-;114,80;94,64;101,14
19.06.2023 12:00;19.06.2023 13:00;93,32;95,87;93,24;93,32;93,32;93,11;93,30;90,79;92,85;115,80;93,32;101,68;93,81;-;106,89;91,19;95,92
19.06.2023 13:00;19.06.2023 14:00;90,06;93,10;90,01;90,06;90,06;90,00;90,01;87,45;91,97;115,79;90,06;98,57;90,16;-;106,50;88,07;92,69
19.06.2023 14:00;19.06.2023 15:00;88,43;91,92;88,39;88,35;88,43;88,49;88,35;85,79;92,00;116,93;88,43;97,76;88,21;-;111,00;86,81;90,28
19.06.2023 15:00;19.06.2023 16:00;94,23;99,64;94,15;94,21;94,23;94,01;94,21;91,48;93,69;150,47;94,23;100,49;94,83;-;113,90;91,90;97,39
19.06.2023 16:00;19.06.2023 17:00;98,17;104,85;98,15;98,17;98,17;98,11;98,16;95,32;98,04;166,76;98,17;106,01;98,32;-;115,00;97,59;99,00
19.06.2023 17:00;19.06.2023 18:00;110,08;115,46;110,08;110,08;110,08;110,08;110,08;106,26;110,08;168,17;110,08;114,97;110,08;-;119,18;110,08;110,08
19.06.2023 18:00;19.06.2023 19:00;137,00;139,34;137,00;137,00;137,00;137,00;137,00;113,94;137,00;183,16;137,00;139,62;137,00;-;137,00;137,00;137,00
19.06.2023 19:00;19.06.2023 20:00;170,31;165,49;169,09;170,31;170,31;167,77;170,07;113,98;169,56;181,26;166,22;171,43;170,42;-;167,77;168,62;171,71
19.06.2023 20:00;19.06.2023 21:00;197,77;182,95;179,56;197,77;197,77;165,08;197,77;113,99;192,73;196,72;193,03;181,96;196,09;-;165,08;190,13;195,35
19.06.2023 21:00;19.06.2023 22:00;178,48;166,11;164,63;178,48;178,48;149,99;175,78;114,00;172,04;177,42;174,20;165,37;176,81;-;149,99;170,75;176,44
19.06.2023 22:00;19.06.2023 23:00;150,31;145,33;147,07;150,31;150,31;142,86;149,94;111,65;148,89;149,89;146,70;151,30;149,76;-;142,86;148,60;149,30
19.06.2023 23:00;20.06.2023 00:00;135,13;132,45;134,85;135,13;135,13;134,48;135,00;110,30;133,89;137,77;131,89;132,15;136,35;-;129,17;129,17;140,07
20.06.2023 00:00;20.06.2023 01:00;121,19;120,57;121,04;121,19;121,19;120,80;121,19;115,03;121,19;129,39;121,19;112,87;121,19;-;120,80;116,94;124,30
20.06.2023 01:00;20.06.2023 02:00;110,72;110,23;110,53;110,72;110,72;110,28;110,63;106,98;109,99;112,49;110,72;107,76;111,70;-;110,28;106,45;115,82
20.06.2023 02:00;20.06.2023 03:00;104,19;106,53;104,09;104,19;104,19;103,98;104,15;100,82;104,19;133,88;104,19;104,60;103,59;-;104,19;103,59;103,59
20.06.2023 03:00;20.06.2023 04:00;101,37;104,22;101,21;101,37;101,37;101,00;101,29;98,05;100,76;134,77;101,37;103,04;102,19;-;101,00;97,82;105,64
20.06.2023 04:00;20.06.2023 05:00;101,10;103,50;100,33;101,10;101,10;99,45;100,89;97,97;100,27;130,22;101,10;104,29;101,82;-;99,45;97,32;105,11
20.06.2023 05:00;20.06.2023 06:00;106,69;105,38;101,07;106,69;106,69;101,07;101,07;92,29;106,69;117,96;106,69;112,30;106,69;-;102,64;102,64;112,72
20.06.2023 06:00;20.06.2023 07:00;129,95;126,02;119,37;129,95;129,95;111,89;121,64;92,14;129,95;163,10;129,95;128,35;129,95;-;111,89;120,02;132,71
20.06.2023 07:00;20.06.2023 08:00;145,38;140,91;136,10;145,38;145,38;126,21;143,34;117,50;142,01;162,95;145,38;140,72;145,00;-;126,21;133,16;148,19
20.06.2023 08:00;20.06.2023 09:00;146,79;148,14;146,60;146,79;146,79;146,31;146,71;142,24;145,93;165,55;146,79;147,62;148,19;-;146,00;141,99;155,56
20.06.2023 09:00;20.06.2023 10:00;130,94;132,84;130,94;130,94;130,94;130,89;130,94;126,75;130,94;163,16;130,07;124,97;130,72;-;130,89;130,72;130,72
20.06.2023 10:00;20.06.2023 11:00;114,09;114,97;114,13;114,09;114,09;114,01;114,09;110,68;114,09;125,93;114,09;114,93;114,49;-;114,01;109,94;115,71
20.06.2023 11:00;20.06.2023 12:00;105,61;107,78;109,80;105,61;105,61;109,80;101,98;103,04;105,61;123,69;105,61;109,27;105,61;-;109,80;105,61;105,61
20.06.2023 12:00;20.06.2023 13:00;100,12;102,13;100,08;100,12;100,12;99,90;100,02;97,22;99,68;121,45;100,12;103,85;100,91;-;99,90;97,55;105,55
20.06.2023 13:00;20.06.2023 14:00;95,65;99,24;102,32;95,65;95,65;101,52;89,90;92,88;95,65;125,92;95,43;101,03;95,65;-;101,52;100,25;95,65
20.06.2023 14:00;20.06.2023 15:00;94,62;99,67;101,77;94,62;94,62;101,77;92,26;92,53;94,62;134,95;94,62;99,32;95,24;-;101,77;100,82;95,10
20.06.2023 15:00;20.06.2023 16:00;101,18;107,10;103,21;101,18;101,18;103,21;99,90;98,05;101,18;165,75;100,88;101,99;101,60;-;103,21;102,59;101,60
20.06.2023 16:00;20.06.2023 17:00;105,37;110,70;105,29;105,37;105,37;105,15;105,34;102,10;105,01;166,62;105,37;106,04;106,05;-;111,47;103,14;109,56
20.06.2023 17:00;20.06.2023 18:00;118,64;122,20;118,60;118,64;118,64;118,54;118,63;114,96;118,47;167,13;118,64;112,97;118,96;-;118,54;117,57;120,58
20.06.2023 18:00;20.06.2023 19:00;140,00;141,16;140,00;140,00;140,00;140,00;140,00;135,66;140,00;166,21;140,00;130,91;140,00;-;140,00;140,00;140,00
20.06.2023 19:00;20.06.2023 20:00;160,59;159,84;160,59;160,59;160,59;160,59;160,59;149,93;160,59;161,89;160,59;161,66;160,59;-;160,59;160,59;160,59
20.06.2023 20:00;20.06.2023 21:00;165,08;162,71;165,08;165,08;165,08;165,08;165,08;139,44;165,08;165,08;161,12;168,59;165,08;-;165,08;165,08;165,08
20.06.2023 21:00;20.06.2023 22:00;150,00;150,16;150,00;150,00;150,00;150,00;150,00;136,28;150,00;167,10;146,40;151,94;150,00;-;150,00;150,00;150,00
20.06.2023 22:00;20.06.2023 23:00;138,00;139,82;138,00;138,00;138,00;138,00;138,00;131,08;138,00;168,76;134,69;137,49;138,00;-;138,00;138,00;138,00
20.06.2023 23:00;21.06.2023 00:00;120,27;123,66;120,21;120,27;120,27;120,11;120,24;116,54;120,00;163,07;117,38;121,55;120,62;-;120,00;118,72;122,14
21.06.2023 00:00;21.06.2023 01:00;119,70;119,79;119,70;119,70;119,70;119,70;119,70;115,87;119,70;128,32;116,83;118,73;119,70;-;119,70;119,70;119,70
21.06.2023 01:00;21.06.2023 02:00;110,79;111,79;110,75;110,79;110,79;110,70;110,77;107,23;110,65;128,26;108,13;110,67;110,98;-;110,70;109,95;111,84
21.06.2023 02:00;21.06.2023 03:00;104,84;106,61;104,78;104,84;104,84;104,70;104,80;101,45;104,62;128,25;102,32;107,01;105,12;-;104,70;103,57;106,40
21.06.2023 03:00;21.06.2023 04:00;103,93;105,47;103,91;103,93;103,93;103,89;103,92;100,59;103,87;126,23;101,43;104,52;104,00;-;103,89;103,59;104,35
21.06.2023 04:00;21.06.2023 05:00;103,77;105,68;103,76;103,77;103,77;103,74;103,76;100,44;103,72;129,52;101,28;104,93;103,84;-;104,28;103,46;104,16
21.06.2023 05:00;21.06.2023 06:00;107,03;108,50;107,01;107,03;107,03;106,98;107,02;103,59;106,96;126,54;104,46;109,79;107,12;-;106,98;106,61;107,54
21.06.2023 06:00;21.06.2023 07:00;127,17;126,55;125,22;127,17;127,17;123,40;126,56;108,30;126,27;147,89;127,17;125,77;127,12;-;123,40;125,78;127,58
21.06.2023 07:00;21.06.2023 08:00;137,67;140,16;137,67;137,67;137,67;137,67;137,67;127,30;137,67;175,56;137,67;137,50;137,67;-;137,67;137,67;137,67
21.06.2023 08:00;21.06.2023 09:00;144,57;147,00;144,52;144,57;144,57;144,45;144,55;139,93;144,36;177,77;144,57;142,83;144,93;-;144,45;143,33;146,81
21.06.2023 09:00;21.06.2023 10:00;126,20;129,46;126,12;126,20;126,20;126,01;126,16;119,02;125,88;169,26;126,20;126,27;126,75;-;126,01;124,30;129,98
21.06.2023 10:00;21.06.2023 11:00;109,94;116,15;116,78;109,94;109,94;114,07;103,02;106,75;111,16;168,85;109,94;116,67;110,54;-;122,80;111,13;110,77
21.06.2023 11:00;21.06.2023 12:00;103,01;110,10;114,70;103,01;103,01;110,07;91,16;97,04;105,09;168,83;103,01;111,09;104,04;-;119,39;105,04;104,42
21.06.2023 12:00;21.06.2023 13:00;98,21;104,98;104,40;93,64;95,85;104,57;89,12;93,91;104,03;168,83;95,85;106,08;98,52;-;104,88;100,63;99,34
21.06.2023 13:00;21.06.2023 14:00;94,79;101,19;102,96;87,14;92,51;99,73;86,50;87,51;96,24;168,86;92,51;103,58;95,51;-;106,80;96,18;95,83
21.06.2023 14:00;21.06.2023 15:00;92,36;99,85;97,39;86,91;90,15;95,78;86,64;89,50;93,33;168,83;90,15;106,76;92,92;-;119,41;93,14;93,50
21.06.2023 15:00;21.06.2023 16:00;97,88;104,32;99,44;95,53;95,53;99,11;94,60;94,20;98,23;168,95;95,53;108,19;98,23;-;120,00;97,89;99,05
21.06.2023 16:00;21.06.2023 17:00;100,21;105,28;100,20;99,23;99,23;100,12;100,16;97,11;99,98;149,97;99,23;112,28;100,58;-;125,78;99,03;102,49
21.06.2023 17:00;21.06.2023 18:00;113,66;119,26;113,56;113,62;113,62;113,44;113,62;110,13;113,27;171,29;113,62;121,42;114,29;-;122,80;111,44;117,76
21.06.2023 18:00;21.06.2023 19:00;138,21;143,68;138,13;138,17;138,17;138,00;138,17;133,60;137,87;199,94;138,17;141,48;138,78;-;138,00;136,10;141,77
21.06.2023 19:00;21.06.2023 20:00;167,51;170,43;167,48;167,50;167,50;167,43;167,50;155,55;167,34;213,76;163,49;169,41;167,73;-;166,60;166,60;168,79
21.06.2023 20:00;21.06.2023 21:00;190,71;182,96;189,01;190,71;190,71;187,46;190,24;125,40;190,00;190,69;186,13;181,65;190,61;-;187,46;189,69;190,82
21.06.2023 21:00;21.06.2023 22:00;181,22;172,17;174,40;181,22;181,22;164,73;180,66;127,71;177,70;180,91;176,87;167,85;180,56;-;164,73;176,55;180,91
21.06.2023 22:00;21.06.2023 23:00;155,00;150,43;154,13;155,00;155,00;151,15;155,57;131,63;154,21;155,06;138,19;149,82;154,92;-;151,15;153,47;155,39
21.06.2023 23:00;22.06.2023 00:00;134,88;127,75;134,85;134,88;134,88;134,79;134,86;130,55;134,73;135,20;65,04;130,41;135,08;-;134,00;134,00;135,98
22.06.2023 00:00;22.06.2023 01:00;132,95;123,71;132,87;132,95;132,95;132,77;132,91;123,02;132,73;133,55;47,82;125,91;133,32;-;131,37;131,37;134,67
22.06.2023 01:00;22.06.2023 02:00;123,52;114,80;123,31;123,52;123,52;123,05;123,42;108,93;122,92;129,44;45,31;114,90;124,48;-;123,05;119,34;128,03
22.06.2023 02:00;22.06.2023 03:00;115,49;108,86;115,31;115,49;115,49;115,08;115,40;102,06;114,97;134,83;41,45;111,04;116,33;-;119,66;111,85;119,42
22.06.2023 03:00;22.06.2023 04:00;111,34;105,56;111,33;111,34;111,34;111,31;111,33;102,06;111,30;128,78;41,07;109,89;111,40;-;113,68;111,07;111,63
22.06.2023 04:00;22.06.2023 05:00;107,02;102,91;107,02;107,02;107,02;107,02;107,02;102,06;107,02;126,07;45,35;109,43;107,02;-;107,02;107,02;107,02
22.06.2023 05:00;22.06.2023 06:00;115,75;111,38;113,78;115,75;115,75;111,94;115,19;107,30;114,82;132,83;69,19;112,48;116,12;-;112,60;112,60;117,96
