Datum von;Datum bis;Gesamt [MWh] Originalauflösungen;Photovoltaik und Wind [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen;Sonstige [MWh] Originalauflösungen
29.04.2023 15:00;29.04.2023 16:00;49.745,00;30.360,75;1.062,75;7.872,50;21.425,50;19.384,25
29.04.2023 16:00;29.04.2023 17:00;48.029,00;27.419,75;1.128,75;8.445,50;17.845,50;20.609,25
29.04.2023 17:00;29.04.2023 18:00;44.942,00;22.870,25;1.168,75;8.838,25;12.863,25;22.071,75
29.04.2023 18:00;29.04.2023 19:00;40.103,00;16.848,25;1.253,50;8.700,25;6.894,50;23.254,75
29.04.2023 19:00;29.04.2023 20:00;41.271,00;11.617,50;1.345,00;8.176,75;2.095,75;29.653,50
29.04.2023 20:00;29.04.2023 21:00;38.964,00;9.424,25;1.405,00;7.862,00;157,25;29.539,75
29.04.2023 21:00;29.04.2023 22:00;37.224,00;9.297,00;1.356,25;7.940,75;0,00;27.927,00
29.04.2023 22:00;29.04.2023 23:00;36.122,00;9.063,75;1.226,25;7.837,50;0,00;27.058,25
29.04.2023 23:00;30.04.2023 00:00;34.233,00;8.550,00;1.043,25;7.506,75;0,00;25.683,00
30.04.2023 00:00;30.04.2023 01:00;33.088,00;9.680,25;1.159,00;8.521,25;0,00;23.407,75
30.04.2023 01:00;30.04.2023 02:00;30.465,00;9.114,50;1.080,50;8.034,00;0,00;21.350,50
30.04.2023 02:00;30.04.2023 03:00;29.615,00;8.648,75;1.024,25;7.624,50;0,00;20.966,25
30.04.2023 03:00;30.04.2023 04:00;28.664,00;8.080,25;955,50;7.124,75;0,00;20.583,75
30.04.2023 04:00;30.04.2023 05:00;28.087,00;7.578,75;881,00;6.697,75;0,00;20.508,25
30.04.2023 05:00;30.04.2023 06:00;27.942,00;7.112,00;803,00;6.302,50;6,50;20.830,00
30.04.2023 06:00;30.04.2023 07:00;28.869,00;7.498,00;739,25;5.759,00;999,75;21.371,00
30.04.2023 07:00;30.04.2023 08:00;30.972,00;11.069,75;689,25;4.862,00;5.518,50;19.902,25
30.04.2023 08:00;30.04.2023 09:00;37.106,00;17.447,75;634,75;3.531,25;13.281,75;19.658,25
30.04.2023 09:00;30.04.2023 10:00;43.957,00;25.178,50;571,00;2.731,25;21.876,25;18.778,50
30.04.2023 10:00;30.04.2023 11:00;49.297,00;31.971,75;518,25;2.546,50;28.907,00;17.325,25
30.04.2023 11:00;30.04.2023 12:00;53.369,00;36.078,00;484,00;2.544,25;33.049,75;17.291,00
30.04.2023 12:00;30.04.2023 13:00;54.376,00;38.084,50;463,25;2.586,25;35.035,00;16.291,50
30.04.2023 13:00;30.04.2023 14:00;53.545,00;38.513,25;436,25;2.700,25;35.376,75;15.031,75
30.04.2023 14:00;30.04.2023 15:00;51.277,00;37.326,50;404,75;2.815,50;34.106,25;13.950,50
30.04.2023 15:00;30.04.2023 16:00;48.577,00;34.342,00;374,00;2.859,50;31.108,50;14.235,00
30.04.2023 16:00;30.04.2023 17:00;44.068,00;28.829,25;345,75;2.931,50;25.552,00;15.238,75
30.04.2023 17:00;30.04.2023 18:00;40.051,00;21.158,75;355,25;2.927,00;17.876,50;18.892,25
30.04.2023 18:00;30.04.2023 19:00;33.967,00;12.489,00;407,00;2.936,00;9.146,00;21.478,00
30.04.2023 19:00;30.04.2023 20:00;36.071,00;6.347,50;491,25;3.285,00;2.571,25;29.723,50
30.04.2023 20:00;30.04.2023 21:00;35.828,00;5.240,50;603,50;4.414,25;222,75;30.587,50
30.04.2023 21:00;30.04.2023 22:00;36.829,00;6.633,00;779,00;5.850,75;3,25;30.196,00
30.04.2023 22:00;30.04.2023 23:00;37.637,00;7.967,50;1.031,75;6.935,75;0,00;29.669,50
30.04.2023 23:00;01.05.2023 00:00;36.517,00;8.783,25;1.262,00;7.521,25;0,00;27.733,75
01.05.2023 00:00;01.05.2023 01:00;32.802,00;9.802,25;1.537,75;8.264,50;0,00;22.999,75
01.05.2023 01:00;01.05.2023 02:00;33.475,00;10.662,25;1.583,50;9.078,75;0,00;22.812,75
01.05.2023 02:00;01.05.2023 03:00;33.728,00;11.466,25;1.725,25;9.741,00;0,00;22.261,75
01.05.2023 03:00;01.05.2023 04:00;33.470,00;11.735,75;1.835,50;9.900,25;0,00;21.734,25
01.05.2023 04:00;01.05.2023 05:00;33.699,00;11.825,50;1.858,00;9.967,50;0,00;21.873,50
01.05.2023 05:00;01.05.2023 06:00;33.837,00;11.543,25;1.822,25;9.709,00;12,00;22.293,75
01.05.2023 06:00;01.05.2023 07:00;34.246,00;11.693,50;1.648,75;8.933,75;1.111,00;22.552,50
01.05.2023 07:00;01.05.2023 08:00;34.119,00;13.939,25;1.430,75;7.485,00;5.023,50;20.179,75
01.05.2023 08:00;01.05.2023 09:00;36.539,00;17.035,50;1.285,50;5.135,00;10.615,00;19.503,50
01.05.2023 09:00;01.05.2023 10:00;38.471,00;20.320,75;1.090,25;2.803,00;16.427,50;18.150,25
01.05.2023 10:00;01.05.2023 11:00;41.564,00;24.177,75;891,25;1.978,75;21.307,75;17.386,25
01.05.2023 11:00;01.05.2023 12:00;45.036,00;26.783,75;747,75;1.733,25;24.302,75;18.252,25
01.05.2023 12:00;01.05.2023 13:00;46.627,00;27.690,50;645,25;1.604,25;25.441,00;18.936,50
01.05.2023 13:00;01.05.2023 14:00;45.128,00;26.816,00;571,25;1.591,75;24.653,00;18.312,00
01.05.2023 14:00;01.05.2023 15:00;41.694,00;24.001,00;539,75;1.752,00;21.709,25;17.693,00
01.05.2023 15:00;01.05.2023 16:00;38.188,00;20.668,75;567,00;1.915,25;18.186,50;17.519,25
01.05.2023 16:00;01.05.2023 17:00;35.077,00;16.722,00;648,00;2.199,75;13.874,25;18.355,00
01.05.2023 17:00;01.05.2023 18:00;33.364,00;12.346,75;762,50;2.431,25;9.153,00;21.017,25
01.05.2023 18:00;01.05.2023 19:00;31.420,00;8.426,25;883,00;2.574,00;4.969,25;22.993,75
01.05.2023 19:00;01.05.2023 20:00;33.451,00;5.669,75;1.050,25;2.831,50;1.788,00;27.781,25
01.05.2023 20:00;01.05.2023 21:00;34.655,00;4.751,50;1.177,25;3.303,75;270,50;29.903,50
01.05.2023 21:00;01.05.2023 22:00;35.088,00;5.527,25;1.345,00;4.181,25;1,00;29.560,75
01.05.2023 22:00;01.05.2023 23:00;35.417,00;6.934,75;1.638,25;5.296,50;0,00;28.482,25
01.05.2023 23:00;02.05.2023 00:00;35.242,00;8.507,25;2.059,75;6.447,50;0,00;26.734,75
02.05.2023 00:00;02.05.2023 01:00;34.668,00;10.267,50;2.790,50;7.477,00;0,00;24.400,50
02.05.2023 01:00;02.05.2023 02:00;35.428,00;11.546,75;3.158,00;8.388,75;0,00;23.881,25
02.05.2023 02:00;02.05.2023 03:00;36.765,00;12.969,00;3.460,00;9.509,00;0,00;23.796,00
02.05.2023 03:00;02.05.2023 04:00;37.624,00;14.199,00;3.631,50;10.567,50;0,00;23.425,00
02.05.2023 04:00;02.05.2023 05:00;39.291,00;15.331,75;3.695,75;11.636,00;0,00;23.959,25
02.05.2023 05:00;02.05.2023 06:00;40.941,00;15.890,75;3.676,00;12.202,25;12,50;25.050,25
02.05.2023 06:00;02.05.2023 07:00;44.495,00;16.411,00;3.570,75;12.049,75;790,50;28.084,00
02.05.2023 07:00;02.05.2023 08:00;49.017,00;18.265,75;3.417,75;11.356,00;3.492,00;30.751,25
02.05.2023 08:00;02.05.2023 09:00;53.858,00;21.384,75;3.210,25;10.792,75;7.381,75;32.473,25
02.05.2023 09:00;02.05.2023 10:00;55.338,00;24.880,00;2.983,50;10.441,00;11.455,50;30.458,00
02.05.2023 10:00;02.05.2023 11:00;55.770,00;28.023,75;2.772,00;10.111,25;15.140,50;27.746,25
02.05.2023 11:00;02.05.2023 12:00;57.529,00;30.826,25;2.604,50;9.890,75;18.331,00;26.702,75
02.05.2023 12:00;02.05.2023 13:00;59.233,00;33.559,25;2.448,75;9.989,00;21.121,50;25.673,75
02.05.2023 13:00;02.05.2023 14:00;59.880,00;35.534,75;2.368,50;10.463,00;22.703,25;24.345,25
02.05.2023 14:00;02.05.2023 15:00;59.005,00;36.660,25;2.345,25;11.204,00;23.111,00;22.344,75
02.05.2023 15:00;02.05.2023 16:00;57.709,00;35.606,50;2.281,75;11.742,25;21.582,50;22.102,50
02.05.2023 16:00;02.05.2023 17:00;55.362,00;32.387,00;2.184,50;12.091,25;18.111,25;22.975,00
02.05.2023 17:00;02.05.2023 18:00;52.898,00;27.219,50;2.029,25;11.987,50;13.202,75;25.678,50
02.05.2023 18:00;02.05.2023 19:00;45.393,00;20.126,00;1.877,75;11.123,00;7.125,25;25.267,00
02.05.2023 19:00;02.05.2023 20:00;46.575,00;13.679,00;1.714,75;9.755,00;2.209,25;32.896,00
02.05.2023 20:00;02.05.2023 21:00;44.204,00;10.456,25;1.539,50;8.669,50;247,25;33.747,75
02.05.2023 21:00;02.05.2023 22:00;42.437,00;9.759,75;1.325,50;8.429,00;5,25;32.677,25
02.05.2023 22:00;02.05.2023 23:00;39.921,00;9.395,75;1.144,25;8.251,50;0,00;30.525,25
02.05.2023 23:00;03.05.2023 00:00;37.337,00;8.837,75;961,00;7.876,75;0,00;28.499,25
03.05.2023 00:00;03.05.2023 01:00;34.189,00;7.882,75;820,75;7.062,00;0,00;26.306,25
03.05.2023 01:00;03.05.2023 02:00;32.823,00;7.504,75;868,50;6.636,25;0,00;25.318,25
03.05.2023 02:00;03.05.2023 03:00;32.277,00;7.171,00;855,00;6.316,00;0,00;25.106,00
03.05.2023 03:00;03.05.2023 04:00;32.548,00;6.720,50;780,75;5.939,75;0,00;25.827,50
03.05.2023 04:00;03.05.2023 05:00;32.624,00;6.371,25;701,75;5.669,50;0,00;26.252,75
03.05.2023 05:00;03.05.2023 06:00;33.503,00;6.013,00;643,00;5.358,25;11,75;27.490,00
03.05.2023 06:00;03.05.2023 07:00;37.005,00;6.591,00;567,50;4.813,50;1.210,00;30.414,00
03.05.2023 07:00;03.05.2023 08:00;41.690,00;10.240,25;499,75;3.901,75;5.838,75;31.449,75
03.05.2023 08:00;03.05.2023 09:00;47.112,00;16.413,75;430,75;2.752,25;13.230,75;30.698,25
03.05.2023 09:00;03.05.2023 10:00;51.307,00;23.271,00;354,25;2.140,75;20.776,00;28.036,00
03.05.2023 10:00;03.05.2023 11:00;54.933,00;28.566,00;281,25;1.836,25;26.448,50;26.367,00
03.05.2023 11:00;03.05.2023 12:00;56.253,00;31.857,75;240,25;1.602,75;30.014,75;24.395,25
03.05.2023 12:00;03.05.2023 13:00;57.869,00;34.367,75;229,25;1.535,25;32.603,25;23.501,25
03.05.2023 13:00;03.05.2023 14:00;58.356,00;35.926,50;244,25;1.563,75;34.118,50;22.429,50
03.05.2023 14:00;03.05.2023 15:00;57.227,00;36.377,00;277,00;1.735,50;34.364,50;20.850,00
03.05.2023 15:00;03.05.2023 16:00;54.760,00;34.450,25;312,50;1.869,50;32.268,25;20.309,75
03.05.2023 16:00;03.05.2023 17:00;51.321,00;29.265,50;336,75;2.013,00;26.915,75;22.055,50
03.05.2023 17:00;03.05.2023 18:00;46.602,00;21.313,75;350,00;2.173,50;18.790,25;25.288,25
03.05.2023 18:00;03.05.2023 19:00;37.791,00;12.162,50;360,25;2.314,75;9.487,50;25.628,50
03.05.2023 19:00;03.05.2023 20:00;40.717,00;5.786,25;360,50;2.702,00;2.723,75;34.930,75
03.05.2023 20:00;03.05.2023 21:00;39.867,00;4.368,25;358,50;3.667,00;342,75;35.498,75
03.05.2023 21:00;03.05.2023 22:00;39.141,00;5.443,25;344,00;5.090,00;9,25;33.697,75
03.05.2023 22:00;03.05.2023 23:00;38.232,00;6.484,50;328,75;6.155,75;0,00;31.747,50
03.05.2023 23:00;04.05.2023 00:00;36.552,00;6.929,00;313,50;6.615,50;0,00;29.623,00
04.05.2023 00:00;04.05.2023 01:00;34.928,00;7.687,25;278,00;7.409,25;0,00;27.240,75
04.05.2023 01:00;04.05.2023 02:00;33.597,00;7.694,25;278,50;7.415,75;0,00;25.902,75
04.05.2023 02:00;04.05.2023 03:00;33.180,00;7.627,00;284,50;7.342,50;0,00;25.553,00
04.05.2023 03:00;04.05.2023 04:00;33.056,00;7.337,50;297,25;7.040,25;0,00;25.718,50
04.05.2023 04:00;04.05.2023 05:00;33.401,00;7.119,25;322,00;6.797,25;0,00;26.281,75
04.05.2023 05:00;04.05.2023 06:00;33.967,00;7.001,50;359,00;6.613,50;29,00;26.965,50
04.05.2023 06:00;04.05.2023 07:00;38.041,00;8.310,25;409,50;6.413,00;1.487,75;29.730,75
04.05.2023 07:00;04.05.2023 08:00;42.994,00;13.284,00;470,50;6.026,25;6.787,25;29.710,00
04.05.2023 08:00;04.05.2023 09:00;49.136,00;20.103,75;542,25;4.544,75;15.016,75;29.032,25
04.05.2023 09:00;04.05.2023 10:00;54.376,00;27.015,25;638,75;2.691,25;23.685,25;27.360,75
04.05.2023 10:00;04.05.2023 11:00;58.594,00;33.855,50;762,75;2.390,00;30.702,75;24.738,50
04.05.2023 11:00;04.05.2023 12:00;62.443,00;38.364,75;813,75;2.615,00;34.936,00;24.078,25
